"wy_competition_id","start_wy_season_id","end_wy_season_id","wy_player_id","wy_team_id","src_grouped_position","player_name","birth_date","team_name","competition_name","start_season_name","end_season_name","composite_season_label","matches","matches_in_start","matches_coming_off","minutes_played","num_90s","player_match_possession","goals","shots","shots_on_target","shots_blocked","head_shots","xg_shot","penalties","successful_penalties","direct_free_kicks","direct_free_kicks_on_target","free_kicks","free_kicks_on_target","assists","xg_assist","shot_assists","shot_on_target_assists","second_assists","third_assists","progressive_run","touches_inside_box","offensive_duels","offensive_duels_won","successful_dribbles","linkup_plays","successful_linkup_plays","received_pass","offsides"
"869","189518","189518","240879","58165","#8/10","Saba Lobjanidze","1994-12-18","Atlanta United","MLS","2024","2024","2024","2","2","0","148.0","1.6444444444444444","0.3723546830949404","1.8243243243243243","3.6486486486486487","2.4324324324324325","0.0","0.0","0.2189189189189189","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.22499999999999998","2.4324324324324325","1.2162162162162162","0.6081081081081081","0.0","4.256756756756757","10.945945945945946","7.905405405405405","5.472972972972973","5.472972972972973","0.0","0.0","21.283783783783782","0.6081081081081081"
"869","189518","189518","578170","7944","#7/11","Lawrence Ennali","2002-03-07","Houston Dynamo","MLS","2024","2024","2024","2","0","2","54.0","0.6","0.6966836117162913","1.6666666666666667","1.6666666666666667","1.6666666666666667","0.0","0.0","1.0166666666666666","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.06666666666666667","1.6666666666666667","0.0","0.0","0.0","6.666666666666667","13.333333333333334","21.666666666666668","13.333333333333334","8.333333333333334","0.0","0.0","30.0","0.0"
"869","189518","189518","339996","62148","#9","Denis Bouanga","1994-11-11","Los Angeles FC","MLS","2024","2024","2024","1","0","1","55.0","0.6111111111111112","0.3762019230769231","1.6363636363636365","1.6363636363636365","1.6363636363636365","0.0","0.0","0.16363636363636364","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.36","4.909090909090909","0.0","0.0","0.0","3.272727272727273","4.909090909090909","16.363636363636363","6.545454545454546","3.272727272727273","1.6363636363636365","1.6363636363636365","11.454545454545455","0.0"
"869","189518","189518","599234","66193","#7/11","Leonardo Campana Romero","2000-07-24","Inter Miami","MLS","2024","2024","2024","6","0","6","114.0","1.2666666666666666","0.6180919584647002","1.5789473684210527","3.1578947368421053","2.3684210526315788","0.7894736842105263","0.7894736842105263","0.9236842105263159","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.007894736842105263","0.7894736842105263","0.0","0.0","0.0","0.7894736842105263","14.210526315789474","4.7368421052631575","2.3684210526315788","0.0","2.3684210526315788","0.7894736842105263","21.31578947368421","1.5789473684210527"
"869","189518","189518","595387","7869","#6/8","Alan Agustín Velasco","2002-07-27","Dallas","MLS","2024","2024","2024","1","0","1","58.0","0.6444444444444445","0.5421052631578948","1.5517241379310345","4.655172413793103","1.5517241379310345","0.0","0.0","1.2258620689655173","1.5517241379310345","1.5517241379310345","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.103448275862069","1.5517241379310345","9.310344827586206","7.758620689655173","3.103448275862069","0.0","0.0","21.724137931034484","0.0"
"869","189518","189518","828463","7852","#8/10","Kristian Fletcher","2005-08-06","DC United","MLS","2024","2024","2024","2","0","2","61.0","0.6777777777777778","0.5285288768040721","1.4754098360655739","2.9508196721311477","2.9508196721311477","0.0","0.0","1.7704918032786885","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.377049180327869","17.704918032786885","5.901639344262295","2.9508196721311477","0.0","0.0","30.983606557377048","0.0"
"869","189518","189518","520755","14995","#8/10","Deandre Kerr","2002-11-29","Toronto","MLS","2024","2024","2024","3","0","3","63.0","0.7","0.5857980427370542","1.4285714285714286","1.4285714285714286","1.4285714285714286","0.0","1.4285714285714286","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.857142857142857","10.0","2.857142857142857","0.0","0.0","0.0","5.714285714285714","0.0"
"869","189518","189518","544331","7849","#8/10","Marinos  Tzionis","2001-07-16","Sporting KC","MLS","2024","2024","2024","2","1","1","63.0","0.7","0.4659459296879497","1.4285714285714286","1.4285714285714286","1.4285714285714286","0.0","0.0","0.6714285714285714","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.857142857142857","12.857142857142858","4.285714285714286","1.4285714285714286","0.0","0.0","27.142857142857142","0.0"
"869","189518","189518","259528","37892","#2/3","Corey Baird","1996-01-30","Cincinnati","MLS","2024","2024","2024","4","0","4","64.0","0.7111111111111111","0.523399330995317","1.40625","1.40625","1.40625","0.0","0.0","0.61875","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.40625","4.21875","0.0","0.0","0.0","0.0","0.0","26.71875","0.0"
"869","189518","189518","95501","37892","#7/11","Yuya Kubo","1993-12-24","Cincinnati","MLS","2024","2024","2024","4","3","1","282.0","3.1333333333333333","0.5623417414475073","1.2765957446808511","2.872340425531915","1.9148936170212767","0.0","0.0","0.39893617021276595","0.0","0.0","0.0","0.0","0.0","0.0","0.6382978723404256","0.019148936170212762","0.6382978723404256","0.3191489361702128","0.0","0.0","0.9574468085106383","7.0212765957446805","6.702127659574468","3.5106382978723403","1.2765957446808511","4.148936170212766","2.5531914893617023","19.148936170212767","1.5957446808510638"
"869","189518","189518","360623","67860","#9","Jáder Rafael Obrian Arias","1995-05-18","Austin FC","MLS","2024","2024","2024","1","1","0","72.0","0.8","0.3846971307120085","1.25","1.25","1.25","0.0","0.0","0.2875","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.25","5.0","2.5","1.25","1.25","1.25","18.75","0.0"
"869","189518","189518","595387","7869","#9","Alan Agustín Velasco","2002-07-27","Dallas","MLS","2024","2024","2024","1","1","0","73.0","0.8111111111111111","0.6202830188679245","1.2328767123287672","2.4657534246575343","2.4657534246575343","0.0","0.0","0.1726027397260274","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1232876712328767","4.931506849315069","0.0","0.0","0.0","2.4657534246575343","6.164383561643835","12.32876712328767","7.397260273972603","0.0","2.4657534246575343","0.0","36.986301369863014","0.0"
"869","189518","189518","363988","8113","#9","Evander da Silva Ferreira","1998-06-09","Portland Timbers","MLS","2024","2024","2024","3","3","0","297.0","3.3","0.3940644262281116","1.2121212121212122","3.6363636363636362","2.121212121212121","0.0","0.0","0.46060606060606063","0.0","0.0","0.6060606060606061","0.30303030303030304","1.5151515151515151","0.9090909090909091","0.9090909090909091","0.4818181818181818","3.0303030303030303","0.9090909090909091","0.0","0.0","2.727272727272727","3.9393939393939394","13.93939393939394","5.454545454545454","0.9090909090909091","2.4242424242424243","2.121212121212121","26.060606060606062","0.30303030303030304"
"869","189518","189518","149522","7871","#8/10","Cristian Daniel Arango Duque","1995-03-09","Real Salt Lake","MLS","2024","2024","2024","6","5","1","537.0","5.966666666666667","0.5658858843711596","1.1731843575418994","4.022346368715084","2.011173184357542","0.16759776536312848","0.6703910614525139","0.5329608938547485","0.33519553072625696","0.33519553072625696","0.16759776536312848","0.0","0.16759776536312848","0.0","0.16759776536312848","0.16089385474860335","1.1731843575418994","0.33519553072625696","0.33519553072625696","0.0","3.8547486033519553","8.212290502793296","9.720670391061452","5.363128491620111","2.011173184357542","0.33519553072625696","0.16759776536312848","23.463687150837988","0.33519553072625696"
"869","189518","189518","38031","7852","#7/11","Christian Benteke Liolo","1990-12-03","DC United","MLS","2024","2024","2024","1","1","0","78.0","0.8666666666666667","0.4313471502590674","1.1538461538461537","3.4615384615384617","2.3076923076923075","0.0","0.0","1.1538461538461537","1.1538461538461537","1.1538461538461537","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.1538461538461537","6.923076923076923","4.615384615384615","1.1538461538461537","0.0","0.0","0.0","9.23076923076923","0.0"
"869","189518","189518","574951","7855","#9","Marino Hinestroza Angulo","2002-07-08","Columbus Crew","MLS","2024","2024","2024","5","0","5","80.0","0.8888888888888888","0.6046228913514377","1.125","3.375","1.125","0.0","0.0","0.4725","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.07874999999999999","2.25","0.0","0.0","0.0","5.625","13.5","30.375","14.625","13.5","16.875","11.25","28.125","0.0"
"869","189518","189518","768133","7854","#6/8","Esmir Bajraktarević","2005-03-10","New England","MLS","2024","2024","2024","1","1","0","83.0","0.9222222222222223","0.37568455640744797","1.0843373493975903","2.1686746987951806","1.0843373493975903","0.0","0.0","0.30361445783132535","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.1686746987951806","9.759036144578314","7.590361445783133","4.337349397590361","2.1686746987951806","0.0","0.0","18.433734939759034","0.0"
"869","189518","189518","519940","7855","#8/10","Sean Zawadzki","2000-04-21","Columbus Crew","MLS","2024","2024","2024","2","1","1","83.0","0.9222222222222223","0.6137187972269114","1.0843373493975903","1.0843373493975903","1.0843373493975903","0.0","1.0843373493975903","0.06506024096385542","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0843373493975903","1.0843373493975903","0.0","0.0","0.0","0.0","39.036144578313255","0.0"
"869","189518","189518","929737","7945","#7/11","Julian Zakrewski Hall","2008-03-24","New York RB","MLS","2024","2024","2024","4","0","4","85.0","0.9444444444444444","0.5575357696732371","1.0588235294117647","1.0588235294117647","1.0588235294117647","0.0","1.0588235294117647","0.48705882352941177","0.0","0.0","0.0","0.0","0.0","0.0","1.0588235294117647","0.8576470588235294","4.235294117647059","2.1176470588235294","0.0","0.0","0.0","5.294117647058823","3.176470588235294","2.1176470588235294","1.0588235294117647","1.0588235294117647","1.0588235294117647","25.41176470588235","0.0"
"869","189518","189518","492678","8068","#6/8","Facundo Daniel Torres Pérez","2000-04-13","Orlando City","MLS","2024","2024","2024","1","1","0","89.0","0.9888888888888889","0.4625","1.0112359550561798","3.033707865168539","1.0112359550561798","0.0","0.0","0.9808988764044944","1.0112359550561798","1.0112359550561798","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0112359550561798","3.033707865168539","8.089887640449438","6.067415730337078","5.056179775280899","0.0","0.0","36.40449438202247","0.0"
"869","189518","189518","448397","7853","#9","Omir Guadalupe Fernandez Mosso","1999-02-08","Colorado Rapids","MLS","2024","2024","2024","1","1","0","92.0","1.0222222222222221","0.3110367892976589","0.9782608695652174","0.9782608695652174","0.9782608695652174","0.0","0.0","0.7434782608695653","0.9782608695652174","0.9782608695652174","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.891304347826087","7.826086956521739","4.891304347826087","0.9782608695652174","1.9565217391304348","1.9565217391304348","12.717391304347826","0.0"
"869","189518","189518","3359","66193","#7/11","Lionel Andrés Messi Cuccittini","1987-06-24","Inter Miami","MLS","2024","2024","2024","15","13","2","1388.0","15.422222222222222","0.6052422508465037","0.9726224783861671","4.863112391930835","2.3342939481268012","0.06484149855907781","0.25936599423631124","0.6257204610951008","0.06484149855907781","0.06484149855907781","0.6484149855907781","0.12968299711815562","1.2319884726224783","0.38904899135446686","0.5835734870317003","0.29697406340057636","2.07492795389049","1.1671469740634006","0.19452449567723343","0.19452449567723343","3.6311239193083575","8.494236311239193","14.005763688760807","8.234870317002882","5.057636887608069","7.197406340057637","6.095100864553314","39.164265129682995","0.3242074927953891"
"869","189518","189518","510871","8067","#7/11","Dylan Teves","2000-05-04","Seattle Sounders","MLS","2024","2024","2024","4","1","3","93.0","1.0333333333333334","0.5837626428492816","0.967741935483871","0.967741935483871","0.967741935483871","0.0","0.0","0.2225806451612903","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.935483870967742","2.903225806451613","10.64516129032258","4.838709677419355","0.967741935483871","0.967741935483871","0.967741935483871","25.161290322580644","0.0"
"869","189518","189518","298301","7945","#8/10","Lewis Morgan","1996-09-30","New York RB","MLS","2024","2024","2024","3","3","0","289.0","3.2111111111111112","0.45066902066392356","0.9342560553633218","2.8027681660899653","2.179930795847751","0.0","0.31141868512110726","0.429757785467128","0.0","0.0","0.0","0.0","0.31141868512110726","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.9342560553633218","7.474048442906574","4.359861591695502","0.9342560553633218","0.9342560553633218","0.0","0.0","16.81660899653979","0.31141868512110726"
"869","189518","189518","547867","7847","#7/11","Mauricio Aimar Cuevas","2003-02-10","Los Angeles Galaxy","MLS","2024","2024","2024","6","0","6","97.0","1.0777777777777777","0.5015570077793626","0.9278350515463918","1.8556701030927836","0.9278350515463918","0.0","0.0","0.2597938144329897","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.9278350515463918","4.639175257731959","6.494845360824742","0.9278350515463918","0.0","3.711340206185567","3.711340206185567","34.329896907216494","0.9278350515463918"
"869","189518","189518","272369","69749","#6/8","Marcel Hartel","1996-01-19","St. Louis City ","MLS","2024","2024","2024","1","1","0","98.0","1.0888888888888888","0.4383408071748879","0.9183673469387755","0.9183673469387755","0.9183673469387755","0.0","0.0","0.6979591836734694","0.9183673469387755","0.9183673469387755","0.0","0.0","0.0","0.0","0.0","0.036734693877551024","0.9183673469387755","0.0","0.0","0.9183673469387755","0.9183673469387755","2.7551020408163267","8.26530612244898","2.7551020408163267","3.673469387755102","0.0","0.0","36.734693877551024","0.0"
"869","189518","189518","262048","58165","#7/11","Aleksey Miranchuk","1995-10-17","Atlanta United","MLS","2024","2024","2024","1","1","0","98.0","1.0888888888888888","0.47890295358649787","0.9183673469387755","3.673469387755102","0.9183673469387755","0.0","0.0","0.3765306122448979","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.6061224489795919","2.7551020408163267","0.0","0.9183673469387755","0.0","4.591836734693878","9.183673469387756","6.428571428571429","3.673469387755102","1.836734693877551","3.673469387755102","2.7551020408163267","30.306122448979593","0.0"
"869","189518","189518","51132","7945","#9","Emil Forsberg","1991-10-23","New York RB","MLS","2024","2024","2024","2","2","0","196.0","2.1777777777777776","0.2779517784849293","0.9183673469387755","2.295918367346939","1.3775510204081634","0.0","0.45918367346938777","0.569387755102041","0.45918367346938777","0.45918367346938777","0.0","0.0","1.3775510204081634","0.9183673469387755","0.0","0.1423469387755102","0.9183673469387755","0.0","0.0","0.0","0.9183673469387755","4.13265306122449","4.13265306122449","1.836734693877551","0.9183673469387755","0.9183673469387755","0.9183673469387755","14.23469387755102","0.0"
"869","189518","189518","3359","66193","#9","Lionel Andrés Messi Cuccittini","1987-06-24","Inter Miami","MLS","2024","2024","2024","7","5","2","588.0","6.533333333333333","0.5525035409357565","0.9183673469387755","4.438775510204081","1.836734693877551","0.0","0.45918367346938777","0.4561224489795917","0.0","0.0","1.2244897959183674","0.0","1.2244897959183674","0.0","0.30612244897959184","0.14081632653061224","0.9183673469387755","0.7653061224489796","0.15306122448979592","0.0","3.36734693877551","8.571428571428571","13.46938775510204","7.653061224489796","4.13265306122449","5.969387755102041","4.8979591836734695","36.42857142857143","0.45918367346938777"
"869","189518","189518","547552","7854","#8/10","Dylan Felipe Borrero Caicedo","2002-01-05","New England","MLS","2024","2024","2024","1","1","0","98.0","1.0888888888888888","0.29504504504504503","0.9183673469387755","0.9183673469387755","0.9183673469387755","0.0","0.0","0.11020408163265305","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.08265306122448979","1.836734693877551","0.9183673469387755","0.0","0.0","0.9183673469387755","1.836734693877551","4.591836734693878","1.836734693877551","1.836734693877551","0.0","0.0","19.285714285714285","0.0"
"869","189518","189518","532467","7847","#6/8","Ricard Puig Martí","1999-08-13","Los Angeles Galaxy","MLS","2024","2024","2024","3","3","0","297.0","3.3","0.6354508551703","0.9090909090909091","5.151515151515151","1.5151515151515151","0.6060606060606061","0.0","0.29090909090909095","0.0","0.0","0.0","0.0","0.0","0.0","0.30303030303030304","0.26060606060606056","2.121212121212121","0.0","0.30303030303030304","0.30303030303030304","4.545454545454546","6.363636363636363","14.242424242424242","7.878787878787879","4.545454545454546","0.0","0.0","97.27272727272727","0.0"
"869","189518","189518","284716","7871","#9","Diogo António Cupido Gonçalves","1997-02-06","Real Salt Lake","MLS","2024","2024","2024","3","0","3","100.0","1.1111111111111112","0.5218397642795778","0.9","3.6","0.9","0.0","0.0","0.49500000000000005","0.0","0.0","0.0","0.0","0.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.7","9.9","0.9","0.0","0.0","0.0","0.0","19.8","1.8"
"869","189518","189518","507276","7847","#8/10","Joseph Paintsil","1998-02-01","Los Angeles Galaxy","MLS","2024","2024","2024","1","1","0","100.0","1.1111111111111112","0.6062075654704171","0.9","2.7","0.9","0.0","0.9","0.29700000000000004","0.0","0.0","0.0","0.0","0.0","0.0","0.9","0.342","1.8","1.8","0.0","0.9","0.9","18.0","7.2","3.6","1.8","0.9","0.9","27.0","0.0"
"869","189518","189518","166042","15015","#8/10","Fafà Picault","1991-02-23","Vancouver Whitecaps","MLS","2024","2024","2024","7","6","1","508.0","5.644444444444445","0.4901743094809858","0.8858267716535433","3.0118110236220472","1.594488188976378","0.0","1.062992125984252","0.4659448818897637","0.0","0.0","0.17716535433070865","0.0","0.17716535433070865","0.0","0.17716535433070865","0.22145669291338582","0.8858267716535433","0.531496062992126","0.17716535433070865","0.0","2.125984251968504","8.149606299212598","10.62992125984252","6.200787401574803","3.0118110236220472","1.2401574803149606","0.8858267716535433","21.791338582677167","0.3543307086614173"
"869","189518","189518","270610","58165","#7/11","Brooks Lennon","1997-09-22","Atlanta United","MLS","2024","2024","2024","1","1","0","102.0","1.1333333333333333","0.33116883116883117","0.8823529411764706","2.6470588235294117","0.8823529411764706","0.0","0.8823529411764706","0.5558823529411765","0.0","0.0","0.0","0.0","0.8823529411764706","0.8823529411764706","0.0","0.0","0.0","0.0","0.0","0.0","0.8823529411764706","6.176470588235294","5.294117647058823","3.5294117647058822","4.411764705882353","2.6470588235294117","2.6470588235294117","18.529411764705884","0.0"
"869","189518","189518","4879","7854","#7/11","Carles Gil de Pareja Vicent","1992-11-22","New England","MLS","2024","2024","2024","2","2","0","204.0","2.2666666666666666","0.46254191268732187","0.8823529411764706","1.7647058823529411","0.8823529411764706","0.0","0.0","0.07058823529411765","0.0","0.0","0.4411764705882353","0.0","0.4411764705882353","0.0","0.0","0.10588235294117646","1.7647058823529411","0.0","0.0","0.0","2.6470588235294117","2.2058823529411766","10.588235294117647","6.617647058823529","3.5294117647058822","1.7647058823529411","1.7647058823529411","34.411764705882355","0.0"
"869","189518","189518","604979","8113","#9","Santiago Moreno","2000-04-21","Portland Timbers","MLS","2024","2024","2024","1","1","0","103.0","1.1444444444444444","0.4642424242424242","0.8737864077669902","1.7475728155339805","1.7475728155339805","0.0","0.0","0.25339805825242717","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.017475728155339806","1.7475728155339805","0.0","0.0","0.0","4.368932038834951","1.7475728155339805","12.233009708737864","4.368932038834951","0.0","0.8737864077669902","0.8737864077669902","27.0873786407767","0.0"
"869","189518","189518","336262","67353","#9","Karol Świderski","1997-01-23","Charlotte FC","MLS","2024","2024","2024","10","9","1","620.0","6.888888888888889","0.43125714121059433","0.8709677419354839","3.4838709677419355","1.7419354838709677","0.2903225806451613","1.0161290322580645","0.8811290322580646","0.2903225806451613","0.2903225806451613","0.0","0.0","0.0","0.0","0.2903225806451613","0.14080645161290326","1.0161290322580645","0.5806451612903226","0.14516129032258066","0.0","0.5806451612903226","6.096774193548387","5.661290322580645","2.1774193548387095","0.5806451612903226","2.032258064516129","1.7419354838709677","10.887096774193548","0.14516129032258066"
"869","189518","189518","337732","69749","#8/10","Cedric Teuchert","1997-01-14","St. Louis City ","MLS","2024","2024","2024","5","5","0","424.0","4.711111111111111","0.47240867688363997","0.8490566037735849","3.1839622641509435","1.6981132075471699","0.0","0.0","0.2632075471698114","0.0","0.0","0.0","0.0","0.0","0.0","0.21226415094339623","0.12099056603773586","1.4858490566037736","0.8490566037735849","0.0","0.0","1.2735849056603774","2.759433962264151","5.731132075471698","2.9716981132075473","1.9103773584905661","0.0","0.0","15.70754716981132","0.0"
"869","189518","189518","622100","7855","#7/11","Aziel Jackson","2001-10-25","Columbus Crew","MLS","2024","2024","2024","3","3","0","217.0","2.411111111111111","0.627434193195974","0.8294930875576036","3.3179723502304146","1.6589861751152073","0.0","0.8294930875576036","0.4023041474654378","0.0","0.0","0.0","0.0","0.0","0.0","0.4147465437788018","0.16175115207373272","2.0737327188940093","0.4147465437788018","0.8294930875576036","0.4147465437788018","3.7327188940092166","9.953917050691244","10.368663594470046","4.147465437788019","0.8294930875576036","6.221198156682028","5.391705069124424","38.57142857142857","0.8294930875576036"
"869","189518","189518","519926","7853","#9","Cole Bassett","2001-07-28","Colorado Rapids","MLS","2024","2024","2024","1","1","0","109.0","1.211111111111111","0.45034843205574915","0.8256880733944955","1.651376146788991","0.8256880733944955","0.0","0.8256880733944955","0.3385321100917431","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.302752293577982","7.431192660550459","4.128440366972477","1.651376146788991","0.8256880733944955","3.302752293577982","3.302752293577982","41.28440366972477","0.0"
